	ORF	Gene	SGDID	GO_Aspect	GO_Slim_Term	GOID	Feature_type	Feature_typed_Filtered
32090	YNL106C	INP52	S000005050	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32095	YNL107W	YAF9	S000005051	P	DNA repair	GO:0006281	ORF|Verified	True
32096	YNL107W	YAF9	S000005051	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32097	YNL107W	YAF9	S000005051	P	chromatin organization	GO:0006325	ORF|Verified	True
32110	YNL110C	NOP15	S000005054	P	cytokinesis	GO:0000910	ORF|Verified	True
32111	YNL110C	NOP15	S000005054	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32112	YNL110C	NOP15	S000005054	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
32118	YNL111C	CYB5	S000005055	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32125	YNL112W	DBP2	S000005056	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32126	YNL112W	DBP2	S000005056	P	rRNA processing	GO:0006364	ORF|Verified	True
32131	YNL113W	RPC19	S000005057	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
32132	YNL113W	RPC19	S000005057	P	transcription from RNA polymerase III promoter	GO:0006383	ORF|Verified	True
32147	YNL116W	DMA2	S000005060	P	chromosome segregation	GO:0007059	ORF|Verified	True
32148	YNL116W	DMA2	S000005060	P	cytokinesis	GO:0000910	ORF|Verified	True
32149	YNL116W	DMA2	S000005060	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32150	YNL116W	DMA2	S000005060	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32151	YNL116W	DMA2	S000005060	P	organelle assembly	GO:0070925	ORF|Verified	True
32152	YNL116W	DMA2	S000005060	P	organelle fission	GO:0048285	ORF|Verified	True
32153	YNL116W	DMA2	S000005060	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32154	YNL116W	DMA2	S000005060	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32155	YNL116W	DMA2	S000005060	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32156	YNL116W	DMA2	S000005060	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32157	YNL116W	DMA2	S000005060	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32161	YNL117W	MLS1	S000005061	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
32162	YNL117W	MLS1	S000005061	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
32170	YNL118C	DCP2	S000005062	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
32171	YNL118C	DCP2	S000005062	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32172	YNL118C	DCP2	S000005062	P	organelle assembly	GO:0070925	ORF|Verified	True
32173	YNL118C	DCP2	S000005062	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32174	YNL118C	DCP2	S000005062	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32177	YNL119W	NCS2	S000005063	P	RNA modification	GO:0009451	ORF|Verified	True
32178	YNL119W	NCS2	S000005063	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
32179	YNL119W	NCS2	S000005063	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32180	YNL119W	NCS2	S000005063	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
32181	YNL119W	NCS2	S000005063	P	tRNA processing	GO:0008033	ORF|Verified	True
32191	YNL121C	TOM70	S000005065	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32192	YNL121C	TOM70	S000005065	P	protein targeting	GO:0006605	ORF|Verified	True
32193	YNL121C	TOM70	S000005065	P	transmembrane transport	GO:0055085	ORF|Verified	True
32199	YNL122C	YNL122C	S000005066	P	mitochondrial translation	GO:0032543	ORF|Verified	True
32200	YNL122C	YNL122C	S000005066	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32204	YNL123W	NMA111	S000005067	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32205	YNL123W	NMA111	S000005067	P	response to heat	GO:0009408	ORF|Verified	True
32220	YNL126W	SPC98	S000005070	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32221	YNL126W	SPC98	S000005070	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32222	YNL126W	SPC98	S000005070	P	organelle fission	GO:0048285	ORF|Verified	True
32223	YNL126W	SPC98	S000005070	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32229	YNL127W	FAR11	S000005071	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32230	YNL127W	FAR11	S000005071	P	conjugation	GO:0000746	ORF|Verified	True
32231	YNL127W	FAR11	S000005071	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32232	YNL127W	FAR11	S000005071	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32233	YNL127W	FAR11	S000005071	P	response to chemical	GO:0042221	ORF|Verified	True
32234	YNL127W	FAR11	S000005071	P	signaling	GO:0023052	ORF|Verified	True
32237	YNL128W	TEP1	S000005072	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
32238	YNL128W	TEP1	S000005072	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32239	YNL128W	TEP1	S000005072	P	sporulation	GO:0043934	ORF|Verified	True
32244	YNL129W	NRK1	S000005073	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32245	YNL129W	NRK1	S000005073	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32254	YNL130C	CPT1	S000005074	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32264	YNL131W	TOM22	S000005075	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32265	YNL131W	TOM22	S000005075	P	protein targeting	GO:0006605	ORF|Verified	True
32266	YNL131W	TOM22	S000005075	P	transmembrane transport	GO:0055085	ORF|Verified	True
32270	YNL132W	KRE33	S000005076	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
32273	YNL133C	FYV6	S000005077	P	DNA repair	GO:0006281	ORF|Verified	True
32274	YNL133C	FYV6	S000005077	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32278	YNL134C	YNL134C	S000005078	P	response to chemical	GO:0042221	ORF|Verified	True
32283	YNL135C	FPR1	S000005079	P	cellular amino acid metabolic process	GO:0006520	ORF|Verified	True
32284	YNL135C	FPR1	S000005079	P	chromatin organization	GO:0006325	ORF|Verified	True
32285	YNL135C	FPR1	S000005079	P	protein folding	GO:0006457	ORF|Verified	True
32288	YNL136W	EAF7	S000005080	P	DNA repair	GO:0006281	ORF|Verified	True
32289	YNL136W	EAF7	S000005080	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32290	YNL136W	EAF7	S000005080	P	chromatin organization	GO:0006325	ORF|Verified	True
32291	YNL136W	EAF7	S000005080	P	histone modification	GO:0016570	ORF|Verified	True
32292	YNL136W	EAF7	S000005080	P	peptidyl-amino acid modification	GO:0018193	ORF|Verified	True
32293	YNL136W	EAF7	S000005080	P	protein acylation	GO:0043543	ORF|Verified	True
32294	YNL136W	EAF7	S000005080	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32300	YNL137C	NAM9	S000005081	P	mitochondrial translation	GO:0032543	ORF|Verified	True
32301	YNL137C	NAM9	S000005081	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32308	YNL138W	SRV2	S000005082	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32309	YNL138W	SRV2	S000005082	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32310	YNL138W	SRV2	S000005082	P	signaling	GO:0023052	ORF|Verified	True
32313	YNL138W-A	YSF3	S000028509	P	RNA splicing	GO:0008380	ORF|Verified	True
32314	YNL138W-A	YSF3	S000028509	P	mRNA processing	GO:0006397	ORF|Verified	True
32320	YNL139C	THO2	S000005083	P	DNA recombination	GO:0006310	ORF|Verified	True
32321	YNL139C	THO2	S000005083	P	DNA repair	GO:0006281	ORF|Verified	True
32322	YNL139C	THO2	S000005083	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
32323	YNL139C	THO2	S000005083	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32324	YNL139C	THO2	S000005083	P	mRNA processing	GO:0006397	ORF|Verified	True
32325	YNL139C	THO2	S000005083	P	nuclear transport	GO:0051169	ORF|Verified	True
32326	YNL139C	THO2	S000005083	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
32327	YNL139C	THO2	S000005083	P	transcription from RNA polymerase I promoter	GO:0006360	ORF|Verified	True
32328	YNL139C	THO2	S000005083	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32335	YNL141W	AAH1	S000005085	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32339	YNL142W	MEP2	S000005086	P	ion transport	GO:0006811	ORF|Verified	True
32340	YNL142W	MEP2	S000005086	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
32356	YNL145W	MFA2	S000005089	P	conjugation	GO:0000746	ORF|Verified	True
32357	YNL145W	MFA2	S000005089	P	response to chemical	GO:0042221	ORF|Verified	True
32358	YNL145W	MFA2	S000005089	P	signaling	GO:0023052	ORF|Verified	True
32371	YNL147W	LSM7	S000005091	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32372	YNL147W	LSM7	S000005091	P	RNA splicing	GO:0008380	ORF|Verified	True
32373	YNL147W	LSM7	S000005091	P	mRNA processing	GO:0006397	ORF|Verified	True
32374	YNL147W	LSM7	S000005091	P	rRNA processing	GO:0006364	ORF|Verified	True
32375	YNL147W	LSM7	S000005091	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
32379	YNL148C	ALF1	S000005092	P	protein folding	GO:0006457	ORF|Verified	True
32392	YNL151C	RPC31	S000005095	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
32393	YNL151C	RPC31	S000005095	P	transcription from RNA polymerase III promoter	GO:0006383	ORF|Verified	True
32402	YNL152W	INN1	S000005096	P	cytokinesis	GO:0000910	ORF|Verified	True
32403	YNL152W	INN1	S000005096	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32406	YNL153C	GIM3	S000005097	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
32407	YNL153C	GIM3	S000005097	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32408	YNL153C	GIM3	S000005097	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32409	YNL153C	GIM3	S000005097	P	response to chemical	GO:0042221	ORF|Verified	True
32410	YNL153C	GIM3	S000005097	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32417	YNL154C	YCK2	S000005098	P	cell morphogenesis	GO:0000902	ORF|Verified	True
32418	YNL154C	YCK2	S000005098	P	endocytosis	GO:0006897	ORF|Verified	True
32419	YNL154C	YCK2	S000005098	P	protein phosphorylation	GO:0006468	ORF|Verified	True
32420	YNL154C	YCK2	S000005098	P	response to chemical	GO:0042221	ORF|Verified	True
32421	YNL154C	YCK2	S000005098	P	signaling	GO:0023052	ORF|Verified	True
32425	YNL155W	CUZ1	S000005099	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32426	YNL155W	CUZ1	S000005099	P	response to chemical	GO:0042221	ORF|Verified	True
32431	YNL156C	NSG2	S000005100	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32443	YNL158W	PGA1	S000005102	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32444	YNL158W	PGA1	S000005102	P	protein lipidation	GO:0006497	ORF|Verified	True
32451	YNL159C	ASI2	S000005103	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32452	YNL159C	ASI2	S000005103	P	response to chemical	GO:0042221	ORF|Verified	True
32455	YNL160W	YGP1	S000005104	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
32464	YNL161W	CBK1	S000005105	P	cell budding	GO:0007114	ORF|Verified	True
32465	YNL161W	CBK1	S000005105	P	cell wall organization or biogenesis	GO:0071554	ORF|Verified	True
32466	YNL161W	CBK1	S000005105	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32467	YNL161W	CBK1	S000005105	P	protein phosphorylation	GO:0006468	ORF|Verified	True
32472	YNL162W	RPL42A	S000005106	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
32480	YNL163C	RIA1	S000005107	P	organelle assembly	GO:0070925	ORF|Verified	True
32481	YNL163C	RIA1	S000005107	P	ribosome assembly	GO:0042255	ORF|Verified	True
32484	YNL164C	IBD2	S000005108	P	chromosome segregation	GO:0007059	ORF|Verified	True
32485	YNL164C	IBD2	S000005108	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32486	YNL164C	IBD2	S000005108	P	organelle fission	GO:0048285	ORF|Verified	True
32487	YNL164C	IBD2	S000005108	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32488	YNL164C	IBD2	S000005108	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32498	YNL166C	BNI5	S000005110	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32499	YNL166C	BNI5	S000005110	P	organelle assembly	GO:0070925	ORF|Verified	True
32500	YNL166C	BNI5	S000005110	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32508	YNL167C	SKO1	S000005111	P	response to osmotic stress	GO:0006970	ORF|Verified	True
32509	YNL167C	SKO1	S000005111	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32519	YNL169C	PSD1	S000005113	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32520	YNL169C	PSD1	S000005113	P	membrane fusion	GO:0061025	ORF|Verified	True
32521	YNL169C	PSD1	S000005113	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32522	YNL169C	PSD1	S000005113	P	organelle fusion	GO:0048284	ORF|Verified	True
32523	YNL169C	PSD1	S000005113	P	protein maturation	GO:0051604	ORF|Verified	True
32524	YNL169C	PSD1	S000005113	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32533	YNL172W	APC1	S000005116	P	chromosome segregation	GO:0007059	ORF|Verified	True
32534	YNL172W	APC1	S000005116	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32535	YNL172W	APC1	S000005116	P	organelle fission	GO:0048285	ORF|Verified	True
32536	YNL172W	APC1	S000005116	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32537	YNL172W	APC1	S000005116	P	proteolysis involved in cellular protein catabolic process	GO:0051603	ORF|Verified	True
32538	YNL172W	APC1	S000005116	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32539	YNL172W	APC1	S000005116	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32545	YNL173C	MDG1	S000005117	P	conjugation	GO:0000746	ORF|Verified	True
32546	YNL173C	MDG1	S000005117	P	response to chemical	GO:0042221	ORF|Verified	True
32547	YNL173C	MDG1	S000005117	P	signaling	GO:0023052	ORF|Verified	True
32554	YNL175C	NOP13	S000005119	P	biological_process	GO:0008150	ORF|Verified	True
32558	YNL176C	TDA7	S000005120	P	biological_process	GO:0008150	ORF|Verified	True
32564	YNL177C	MRPL22	S000005121	P	mitochondrial translation	GO:0032543	ORF|Verified	True
32565	YNL177C	MRPL22	S000005121	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32573	YNL178W	RPS3	S000005122	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
32574	YNL178W	RPS3	S000005122	P	nuclear transport	GO:0051169	ORF|Verified	True
32575	YNL178W	RPS3	S000005122	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
32576	YNL178W	RPS3	S000005122	P	ribosomal subunit export from nucleus	GO:0000054	ORF|Verified	True
32588	YNL180C	RHO5	S000005124	P	signaling	GO:0023052	ORF|Verified	True
32597	YNL182C	IPI3	S000005126	P	DNA replication	GO:0006260	ORF|Verified	True
32598	YNL182C	IPI3	S000005126	P	organelle assembly	GO:0070925	ORF|Verified	True
32599	YNL182C	IPI3	S000005126	P	rRNA processing	GO:0006364	ORF|Verified	True
32600	YNL182C	IPI3	S000005126	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
32601	YNL182C	IPI3	S000005126	P	ribosomal large subunit biogenesis	GO:0042273	ORF|Verified	True
32602	YNL182C	IPI3	S000005126	P	ribosome assembly	GO:0042255	ORF|Verified	True
32610	YNL183C	NPR1	S000005127	P	endocytosis	GO:0006897	ORF|Verified	True
32611	YNL183C	NPR1	S000005127	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32612	YNL183C	NPR1	S000005127	P	protein phosphorylation	GO:0006468	ORF|Verified	True
32613	YNL183C	NPR1	S000005127	P	regulation of transport	GO:0051049	ORF|Verified	True
32614	YNL183C	NPR1	S000005127	P	transmembrane transport	GO:0055085	ORF|Verified	True
32623	YNL185C	MRPL19	S000005129	P	mitochondrial translation	GO:0032543	ORF|Verified	True
32624	YNL185C	MRPL19	S000005129	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32629	YNL186W	UBP10	S000005130	P	chromatin organization	GO:0006325	ORF|Verified	True
32630	YNL186W	UBP10	S000005130	P	histone modification	GO:0016570	ORF|Verified	True
32631	YNL186W	UBP10	S000005130	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified	True
32634	YNL187W	SWT21	S000005131	P	RNA splicing	GO:0008380	ORF|Verified	True
32635	YNL187W	SWT21	S000005131	P	mRNA processing	GO:0006397	ORF|Verified	True
32642	YNL188W	KAR1	S000005132	P	conjugation	GO:0000746	ORF|Verified	True
32643	YNL188W	KAR1	S000005132	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32644	YNL188W	KAR1	S000005132	P	nucleus organization	GO:0006997	ORF|Verified	True
32645	YNL188W	KAR1	S000005132	P	organelle fusion	GO:0048284	ORF|Verified	True
32650	YNL189W	SRP1	S000005133	P	nuclear transport	GO:0051169	ORF|Verified	True
32651	YNL189W	SRP1	S000005133	P	protein targeting	GO:0006605	ORF|Verified	True
32654	YNL190W	YNL190W	S000005134	P	response to chemical	GO:0042221	ORF|Verified	True
32678	YNL194C	YNL194C	S000005138	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32679	YNL194C	YNL194C	S000005138	P	sporulation	GO:0043934	ORF|Verified	True
32686	YNL196C	SLZ1	S000005140	P	RNA modification	GO:0009451	ORF|Verified	True
32687	YNL196C	SLZ1	S000005140	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32688	YNL196C	SLZ1	S000005140	P	organelle fission	GO:0048285	ORF|Verified	True
32689	YNL196C	SLZ1	S000005140	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
32693	YNL197C	WHI3	S000005141	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32694	YNL197C	WHI3	S000005141	P	invasive growth in response to glucose limitation	GO:0001403	ORF|Verified	True
32695	YNL197C	WHI3	S000005141	P	pseudohyphal growth	GO:0007124	ORF|Verified	True
32696	YNL197C	WHI3	S000005141	P	regulation of translation	GO:0006417	ORF|Verified	True
32704	YNL199C	GCR2	S000005143	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
32705	YNL199C	GCR2	S000005143	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32706	YNL199C	GCR2	S000005143	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
32707	YNL199C	GCR2	S000005143	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
32708	YNL199C	GCR2	S000005143	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32709	YNL199C	GCR2	S000005143	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32713	YNL200C	NNR1	S000005144	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32714	YNL200C	NNR1	S000005144	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32718	YNL201C	PSY2	S000005145	P	DNA repair	GO:0006281	ORF|Verified	True
32719	YNL201C	PSY2	S000005145	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32720	YNL201C	PSY2	S000005145	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32721	YNL201C	PSY2	S000005145	P	organelle fission	GO:0048285	ORF|Verified	True
32722	YNL201C	PSY2	S000005145	P	protein dephosphorylation	GO:0006470	ORF|Verified	True
32723	YNL201C	PSY2	S000005145	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
32724	YNL201C	PSY2	S000005145	P	regulation of cell cycle	GO:0051726	ORF|Verified	True
32725	YNL201C	PSY2	S000005145	P	regulation of organelle organization	GO:0033043	ORF|Verified	True
32726	YNL201C	PSY2	S000005145	P	response to chemical	GO:0042221	ORF|Verified	True
32727	YNL201C	PSY2	S000005145	P	signaling	GO:0023052	ORF|Verified	True
32731	YNL202W	SPS19	S000005146	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32732	YNL202W	SPS19	S000005146	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32733	YNL202W	SPS19	S000005146	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
32734	YNL202W	SPS19	S000005146	P	sporulation	GO:0043934	ORF|Verified	True
32740	YNL204C	SPS18	S000005148	P	sporulation	GO:0043934	ORF|Verified	True
32747	YNL206C	RTT106	S000005150	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
32748	YNL206C	RTT106	S000005150	P	chromatin organization	GO:0006325	ORF|Verified	True
32749	YNL206C	RTT106	S000005150	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32754	YNL207W	RIO2	S000005151	P	nuclear transport	GO:0051169	ORF|Verified	True
32755	YNL207W	RIO2	S000005151	P	nucleobase-containing compound transport	GO:0015931	ORF|Verified	True
32756	YNL207W	RIO2	S000005151	P	rRNA processing	GO:0006364	ORF|Verified	True
32757	YNL207W	RIO2	S000005151	P	regulation of transport	GO:0051049	ORF|Verified	True
32758	YNL207W	RIO2	S000005151	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
32763	YNL208W	YNL208W	S000005152	P	biological_process	GO:0008150	ORF|Verified	True
32770	YNL209W	SSB2	S000005153	P	cytoplasmic translation	GO:0002181	ORF|Verified	True
32771	YNL209W	SSB2	S000005153	P	nuclear transport	GO:0051169	ORF|Verified	True
32772	YNL209W	SSB2	S000005153	P	protein folding	GO:0006457	ORF|Verified	True
32773	YNL209W	SSB2	S000005153	P	rRNA processing	GO:0006364	ORF|Verified	True
32774	YNL209W	SSB2	S000005153	P	regulation of translation	GO:0006417	ORF|Verified	True
32775	YNL209W	SSB2	S000005153	P	response to starvation	GO:0042594	ORF|Verified	True
32776	YNL209W	SSB2	S000005153	P	ribosomal subunit export from nucleus	GO:0000054	ORF|Verified	True
32777	YNL209W	SSB2	S000005153	P	translational elongation	GO:0006414	ORF|Verified	True
32781	YNL210W	MER1	S000005154	P	DNA recombination	GO:0006310	ORF|Verified	True
32782	YNL210W	MER1	S000005154	P	RNA splicing	GO:0008380	ORF|Verified	True
32783	YNL210W	MER1	S000005154	P	mRNA processing	GO:0006397	ORF|Verified	True
32784	YNL210W	MER1	S000005154	P	meiotic cell cycle	GO:0051321	ORF|Verified	True
32785	YNL210W	MER1	S000005154	P	organelle fission	GO:0048285	ORF|Verified	True
32792	YNL212W	VID27	S000005156	P	biological_process	GO:0008150	ORF|Verified	True
32796	YNL213C	RRG9	S000005157	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32801	YNL214W	PEX17	S000005158	P	peroxisome organization	GO:0007031	ORF|Verified	True
32802	YNL214W	PEX17	S000005158	P	protein targeting	GO:0006605	ORF|Verified	True
32803	YNL214W	PEX17	S000005158	P	transmembrane transport	GO:0055085	ORF|Verified	True
32807	YNL215W	IES2	S000005159	P	biological_process	GO:0008150	ORF|Verified	True
32816	YNL216W	RAP1	S000005160	P	carbohydrate metabolic process	GO:0005975	ORF|Verified	True
32817	YNL216W	RAP1	S000005160	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32818	YNL216W	RAP1	S000005160	P	chromatin organization	GO:0006325	ORF|Verified	True
32819	YNL216W	RAP1	S000005160	P	cofactor metabolic process	GO:0051186	ORF|Verified	True
32820	YNL216W	RAP1	S000005160	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified	True
32821	YNL216W	RAP1	S000005160	P	monocarboxylic acid metabolic process	GO:0032787	ORF|Verified	True
32822	YNL216W	RAP1	S000005160	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32823	YNL216W	RAP1	S000005160	P	telomere organization	GO:0032200	ORF|Verified	True
32824	YNL216W	RAP1	S000005160	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32836	YNL218W	MGS1	S000005162	P	DNA repair	GO:0006281	ORF|Verified	True
32837	YNL218W	MGS1	S000005162	P	DNA replication	GO:0006260	ORF|Verified	True
32838	YNL218W	MGS1	S000005162	P	cellular response to DNA damage stimulus	GO:0006974	ORF|Verified	True
32839	YNL218W	MGS1	S000005162	P	regulation of DNA metabolic process	GO:0051052	ORF|Verified	True
32846	YNL219C	ALG9	S000005163	P	lipid metabolic process	GO:0006629	ORF|Verified	True
32847	YNL219C	ALG9	S000005163	P	protein glycosylation	GO:0006486	ORF|Verified	True
32851	YNL220W	ADE12	S000005164	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified	True
32857	YNL221C	POP1	S000005165	P	RNA catabolic process	GO:0006401	ORF|Verified	True
32858	YNL221C	POP1	S000005165	P	rRNA processing	GO:0006364	ORF|Verified	True
32859	YNL221C	POP1	S000005165	P	snoRNA processing	GO:0043144	ORF|Verified	True
32860	YNL221C	POP1	S000005165	P	tRNA processing	GO:0008033	ORF|Verified	True
32864	YNL222W	SSU72	S000005166	P	DNA-templated transcription, elongation	GO:0006354	ORF|Verified	True
32865	YNL222W	SSU72	S000005166	P	DNA-templated transcription, initiation	GO:0006352	ORF|Verified	True
32866	YNL222W	SSU72	S000005166	P	DNA-templated transcription, termination	GO:0006353	ORF|Verified	True
32867	YNL222W	SSU72	S000005166	P	mRNA processing	GO:0006397	ORF|Verified	True
32868	YNL222W	SSU72	S000005166	P	protein dephosphorylation	GO:0006470	ORF|Verified	True
32869	YNL222W	SSU72	S000005166	P	transcription from RNA polymerase II promoter	GO:0006366	ORF|Verified	True
32873	YNL223W	ATG4	S000005167	P	mitochondrion organization	GO:0007005	ORF|Verified	True
32874	YNL223W	ATG4	S000005167	P	organelle assembly	GO:0070925	ORF|Verified	True
32875	YNL223W	ATG4	S000005167	P	protein lipidation	GO:0006497	ORF|Verified	True
32876	YNL223W	ATG4	S000005167	P	protein targeting	GO:0006605	ORF|Verified	True
32877	YNL223W	ATG4	S000005167	P	vacuole organization	GO:0007033	ORF|Verified	True
32882	YNL224C	SQS1	S000005168	P	RNA splicing	GO:0008380	ORF|Verified	True
32883	YNL224C	SQS1	S000005168	P	mRNA processing	GO:0006397	ORF|Verified	True
32884	YNL224C	SQS1	S000005168	P	rRNA processing	GO:0006364	ORF|Verified	True
32885	YNL224C	SQS1	S000005168	P	ribosomal small subunit biogenesis	GO:0042274	ORF|Verified	True
32890	YNL225C	CNM67	S000005169	P	cytoskeleton organization	GO:0007010	ORF|Verified	True
32891	YNL225C	CNM67	S000005169	P	mitotic cell cycle	GO:0000278	ORF|Verified	True
32892	YNL225C	CNM67	S000005169	P	organelle fission	GO:0048285	ORF|Verified	True
32893	YNL225C	CNM67	S000005169	P	protein complex biogenesis	GO:0070271	ORF|Verified	True
32903	YNL227C	JJJ1	S000005171	P	endocytosis	GO:0006897	ORF|Verified	True
